# ExportDSV: 01/27/17 21:18:00 [ SQL ]
# Data settings:	MODEL	TYPE	NAME	LINEID	POINT	ORIGIN	ANGLE	CLASS
# Query ran: <SELECT * FROM TRACKASSEMBLY_PIECES ORDER BY TYPE ASC, NAME ASC, MODEL ASC, LINEID ASC;>
TRACKASSEMBLY_PIECES	"models/craptrax/straight2x/straight_2x_damaged.mdl"	"Battleship's abandoned rails"	"Straight 2x Damaged"	1	"NULL"	" 128,0,-16.110403"	"NULL"	"NULL"
TRACKASSEMBLY_PIECES	"models/craptrax/straight2x/straight_2x_damaged.mdl"	"Battleship's abandoned rails"	"Straight 2x Damaged"	2	"NULL"	"-128,0,-16.110403"	"0,-180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/craptrax/straight2x/straight_2x_nodamage.mdl"	"Battleship's abandoned rails"	"Straight 2x Nodamage"	1	"NULL"	" 128,0,-16.110403"	"NULL"	"NULL"
TRACKASSEMBLY_PIECES	"models/craptrax/straight2x/straight_2x_nodamage.mdl"	"Battleship's abandoned rails"	"Straight 2x Nodamage"	2	"NULL"	"-128,0,-16.110403"	"0,-180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/craptrax/straight3x/straight_3x_damaged.mdl"	"Battleship's abandoned rails"	"Straight 3x Damaged"	1	"NULL"	" 192,0,-16.110403"	"NULL"	"NULL"
TRACKASSEMBLY_PIECES	"models/craptrax/straight3x/straight_3x_damaged.mdl"	"Battleship's abandoned rails"	"Straight 3x Damaged"	2	"NULL"	"-192,0,-16.110403"	"0,180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/craptrax/straight3x/straight_3x_nodamage.mdl"	"Battleship's abandoned rails"	"Straight 3x Nodamage"	1	"NULL"	" 192,0,-16.110403"	"NULL"	"NULL"
TRACKASSEMBLY_PIECES	"models/craptrax/straight3x/straight_3x_nodamage.mdl"	"Battleship's abandoned rails"	"Straight 3x Nodamage"	2	"NULL"	"-192,0,-16.110403"	"0,180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/craptrax/straight4x/straight_4x_damaged.mdl"	"Battleship's abandoned rails"	"Straight 4x Damaged"	1	"NULL"	" 256,0,-16.110403"	"NULL"	"NULL"
TRACKASSEMBLY_PIECES	"models/craptrax/straight4x/straight_4x_damaged.mdl"	"Battleship's abandoned rails"	"Straight 4x Damaged"	2	"NULL"	"-256,0,-16.110403"	"0,-180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/craptrax/straight4x/straight_4x_nodamage.mdl"	"Battleship's abandoned rails"	"Straight 4x Nodamage"	1	"NULL"	" 256,0,-16.110403"	"NULL"	"NULL"
TRACKASSEMBLY_PIECES	"models/craptrax/straight4x/straight_4x_nodamage.mdl"	"Battleship's abandoned rails"	"Straight 4x Nodamage"	2	"NULL"	"-256,0,-16.110403"	"0,-180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/craptrax/straight8x/straight_8x_damaged.mdl"	"Battleship's abandoned rails"	"Straight 8x Damaged"	1	"NULL"	" 512,0,-16.110403"	"NULL"	"NULL"
TRACKASSEMBLY_PIECES	"models/craptrax/straight8x/straight_8x_damaged.mdl"	"Battleship's abandoned rails"	"Straight 8x Damaged"	2	"NULL"	"-512,0,-16.110403"	"0,180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/craptrax/straight8x/straight_8x_nodamage.mdl"	"Battleship's abandoned rails"	"Straight 8x Nodamage"	1	"NULL"	" 512,0,-16.110403"	"NULL"	"NULL"
TRACKASSEMBLY_PIECES	"models/craptrax/straight8x/straight_8x_nodamage.mdl"	"Battleship's abandoned rails"	"Straight 8x Nodamage"	2	"NULL"	"-512,0,-16.110403"	"0,180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/craptrax/straight_cs_std/straight_cs_std_damaged.mdl"	"Battleship's abandoned rails"	"Straight Cs Std Damaged"	1	"NULL"	"454.40574,0.01251,-16.110403"	"NULL"	"NULL"
TRACKASSEMBLY_PIECES	"models/craptrax/straight_cs_std/straight_cs_std_damaged.mdl"	"Battleship's abandoned rails"	"Straight Cs Std Damaged"	2	"NULL"	"-454.40574,0.01248,-16.110403"	"0,180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/craptrax/straight_cs_std/straight_cs_std_nodamage.mdl"	"Battleship's abandoned rails"	"Straight Cs Std Nodamage"	1	"NULL"	"454.40574,0.01251,-16.110403"	"NULL"	"NULL"
TRACKASSEMBLY_PIECES	"models/craptrax/straight_cs_std/straight_cs_std_nodamage.mdl"	"Battleship's abandoned rails"	"Straight Cs Std Nodamage"	2	"NULL"	"-454.40574,0.01248,-16.110403"	"0,180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/craptrax/switch_left_std/switch_left_base_std.mdl"	"Battleship's abandoned rails"	"Switch Left Base Std"	1	"NULL"	" 512,-0.000545,-16.110403"	"NULL"	"NULL"
TRACKASSEMBLY_PIECES	"models/craptrax/switch_left_std/switch_left_base_std.mdl"	"Battleship's abandoned rails"	"Switch Left Base Std"	2	"NULL"	"-512,-0.000545,-16.110403"	"0,180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/craptrax/switch_left_std/switch_left_base_std.mdl"	"Battleship's abandoned rails"	"Switch Left Base Std"	3	"NULL"	"-454.49805,-128.04355,-16.110403"	"0,-165,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/craptrax/switch_right_std/switch_right_base_std.mdl"	"Battleship's abandoned rails"	"Switch Right Base Std"	1	"NULL"	" 512, 3e-005,-16.110403"	"NULL"	"NULL"
TRACKASSEMBLY_PIECES	"models/craptrax/switch_right_std/switch_right_base_std.mdl"	"Battleship's abandoned rails"	"Switch Right Base Std"	2	"NULL"	"-512,-3e-005,-16.110403"	"0,180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/craptrax/switch_right_std/switch_right_base_std.mdl"	"Battleship's abandoned rails"	"Switch Right Base Std"	3	"NULL"	"-454.48437,128.0936,-16.110403"	"0,165,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/misc/cross.mdl"	"Bobster's two feet rails"	"Cross"	1	"NULL"	"83,0,3.015"	"NULL"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/misc/cross.mdl"	"Bobster's two feet rails"	"Cross"	2	"NULL"	"0.003,83,3.015"	"0,90,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/misc/cross.mdl"	"Bobster's two feet rails"	"Cross"	3	"NULL"	"-83,0.003,3.015"	"0,180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/misc/cross.mdl"	"Bobster's two feet rails"	"Cross"	4	"NULL"	"0,-83,3.015"	"0,-90,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_225_left_1024.mdl"	"Bobster's two feet rails"	"Curve 225 Left 1024"	1	"NULL"	"0,0,3.016"	"0,180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_225_left_1024.mdl"	"Bobster's two feet rails"	"Curve 225 Left 1024"	2	"NULL"	"249.471,49.621,3.016"	"0,22.5,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_225_left_2048.mdl"	"Bobster's two feet rails"	"Curve 225 Left 2048"	1	"NULL"	"0,0,3.016"	"0,180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_225_left_2048.mdl"	"Bobster's two feet rails"	"Curve 225 Left 2048"	2	"NULL"	"498.941,99.246,3.016"	"0,22.5,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_225_left_512.mdl"	"Bobster's two feet rails"	"Curve 225 Left 512"	1	"NULL"	"0,0,3.016"	"0,180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_225_left_512.mdl"	"Bobster's two feet rails"	"Curve 225 Left 512"	2	"NULL"	"124.735,24.812,3.016"	"0,22.5,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_225_right_1024.mdl"	"Bobster's two feet rails"	"Curve 225 Right 1024"	1	"NULL"	"0,0,3.016"	"0,180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_225_right_1024.mdl"	"Bobster's two feet rails"	"Curve 225 Right 1024"	2	"NULL"	"249.471,-49.623,3.016"	"0,-22.5,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_225_right_2048.mdl"	"Bobster's two feet rails"	"Curve 225 Right 2048"	1	"NULL"	"0,0,3.016"	"0,180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_225_right_2048.mdl"	"Bobster's two feet rails"	"Curve 225 Right 2048"	2	"NULL"	"498.945,-99.237,3.016"	"0,-22.5,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_225_right_512.mdl"	"Bobster's two feet rails"	"Curve 225 Right 512"	1	"NULL"	"0,0,3.016"	"0,180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_225_right_512.mdl"	"Bobster's two feet rails"	"Curve 225 Right 512"	2	"NULL"	"124.736,-24.811,3.016"	"0,-22.5,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_45_left_1024.mdl"	"Bobster's two feet rails"	"Curve 45 Left 1024"	1	"NULL"	"0,0,3.016"	"0,180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_45_left_1024.mdl"	"Bobster's two feet rails"	"Curve 45 Left 1024"	2	"NULL"	"460.962,190.936,3.016"	"0,45,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_45_left_2048.mdl"	"Bobster's two feet rails"	"Curve 45 Left 2048"	1	"NULL"	"0,0,3.016"	"0,180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_45_left_2048.mdl"	"Bobster's two feet rails"	"Curve 45 Left 2048"	2	"NULL"	"921.925,381.872,3.016"	"0,45,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_45_left_512.mdl"	"Bobster's two feet rails"	"Curve 45 Left 512"	1	"NULL"	"0,0,3.016"	"0,180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_45_left_512.mdl"	"Bobster's two feet rails"	"Curve 45 Left 512"	2	"NULL"	"230.481,95.468,3.016"	"0,45,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_45_right_1024.mdl"	"Bobster's two feet rails"	"Curve 45 Right 1024"	1	"NULL"	"0,0,3.016"	"0,-180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_45_right_1024.mdl"	"Bobster's two feet rails"	"Curve 45 Right 1024"	2	"NULL"	"460.963,-190.936,3.016"	"0,-45,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_45_right_2048.mdl"	"Bobster's two feet rails"	"Curve 45 Right 2048"	1	"NULL"	"0,0,3.016"	"0,180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_45_right_2048.mdl"	"Bobster's two feet rails"	"Curve 45 Right 2048"	2	"NULL"	"921.925,-381.872,3.016"	"0,-45,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_45_right_512.mdl"	"Bobster's two feet rails"	"Curve 45 Right 512"	1	"NULL"	"0,0,3.016"	"0,-180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_45_right_512.mdl"	"Bobster's two feet rails"	"Curve 45 Right 512"	2	"NULL"	"230.481,-95.469,3.016"	"0,-45,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_90_left_1024.mdl"	"Bobster's two feet rails"	"Curve 90 Left 1024"	1	"NULL"	"0,0,3.016"	"0,180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_90_left_1024.mdl"	"Bobster's two feet rails"	"Curve 90 Left 1024"	2	"NULL"	"651.898,651.898,3.016"	"0,90,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_90_left_2048.mdl"	"Bobster's two feet rails"	"Curve 90 Left 2048"	1	"NULL"	"0,0,3.016"	"0,-180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_90_left_2048.mdl"	"Bobster's two feet rails"	"Curve 90 Left 2048"	2	"NULL"	"1303.797,1303.797,3.016"	"0,90,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_90_left_512.mdl"	"Bobster's two feet rails"	"Curve 90 Left 512"	1	"NULL"	"0,0,3.016"	"0,180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_90_left_512.mdl"	"Bobster's two feet rails"	"Curve 90 Left 512"	2	"NULL"	"325.949,325.95,3.016"	"0,90,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_90_right_1024.mdl"	"Bobster's two feet rails"	"Curve 90 Right 1024"	1	"NULL"	"0,0,3.016"	"0,180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_90_right_1024.mdl"	"Bobster's two feet rails"	"Curve 90 Right 1024"	2	"NULL"	"651.898,-651.899,3.016"	"0,-90,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_90_right_2048.mdl"	"Bobster's two feet rails"	"Curve 90 Right 2048"	1	"NULL"	"0,0,3.016"	"0,-180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_90_right_2048.mdl"	"Bobster's two feet rails"	"Curve 90 Right 2048"	2	"NULL"	"1303.797,-1303.797,3.016"	"0,-90,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_90_right_512.mdl"	"Bobster's two feet rails"	"Curve 90 Right 512"	1	"NULL"	"0,0,3.016"	"0,180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_90_right_512.mdl"	"Bobster's two feet rails"	"Curve 90 Right 512"	2	"NULL"	"325.949,-325.949,3.016"	"0,-90,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_bank_90_left_1024.mdl"	"Bobster's two feet rails"	"Curve Bank 90 Left 1024"	1	"NULL"	"0,0,3.016"	"0,-180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_bank_90_left_1024.mdl"	"Bobster's two feet rails"	"Curve Bank 90 Left 1024"	2	"NULL"	"651.899,651.898,3.016"	"0,90,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_bank_90_left_2048.mdl"	"Bobster's two feet rails"	"Curve Bank 90 Left 2048"	1	"NULL"	"0,0,3.016"	"0,-180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_bank_90_left_2048.mdl"	"Bobster's two feet rails"	"Curve Bank 90 Left 2048"	2	"NULL"	"1303.797,1303.797,3.016"	"0,90,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_bank_90_left_512.mdl"	"Bobster's two feet rails"	"Curve Bank 90 Left 512"	1	"NULL"	"0,0,3.016"	"0,-180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_bank_90_left_512.mdl"	"Bobster's two feet rails"	"Curve Bank 90 Left 512"	2	"NULL"	"325.949,325.949,3.016"	"0,90,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_bank_90_right_1024.mdl"	"Bobster's two feet rails"	"Curve Bank 90 Right 1024"	1	"NULL"	"0,0,3.016"	"0,-180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_bank_90_right_1024.mdl"	"Bobster's two feet rails"	"Curve Bank 90 Right 1024"	2	"NULL"	"651.926,-651.874,3.016"	"0,-90,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_bank_90_right_2048.mdl"	"Bobster's two feet rails"	"Curve Bank 90 Right 2048"	1	"NULL"	"0,0,3.016"	"0,-180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_bank_90_right_2048.mdl"	"Bobster's two feet rails"	"Curve Bank 90 Right 2048"	2	"NULL"	"1303.798,-1303.797,3.016"	"0,-90,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_bank_90_right_512.mdl"	"Bobster's two feet rails"	"Curve Bank 90 Right 512"	1	"NULL"	"0,0,3.016"	"0,-180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_bank_90_right_512.mdl"	"Bobster's two feet rails"	"Curve Bank 90 Right 512"	2	"NULL"	"325.949,-325.949,3.016"	"0,-90,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_rack_225_left_1024.mdl"	"Bobster's two feet rails"	"Curve Rack 225 Left 1024"	1	"NULL"	"0,0,3.016"	"0,180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_rack_225_left_1024.mdl"	"Bobster's two feet rails"	"Curve Rack 225 Left 1024"	2	"NULL"	"249.471,49.621,3.016"	"0,22.5,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_rack_225_left_512.mdl"	"Bobster's two feet rails"	"Curve Rack 225 Left 512"	1	"NULL"	"0,0,3.016"	"0,180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_rack_225_left_512.mdl"	"Bobster's two feet rails"	"Curve Rack 225 Left 512"	2	"NULL"	"124.735,24.812,3.016"	"0,22.5,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_rack_225_right_1024.mdl"	"Bobster's two feet rails"	"Curve Rack 225 Right 1024"	1	"NULL"	"0,0,3.016"	"0,180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_rack_225_right_1024.mdl"	"Bobster's two feet rails"	"Curve Rack 225 Right 1024"	2	"NULL"	"249.471,-49.623,3.016"	"0,-22.5,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_rack_225_right_512.mdl"	"Bobster's two feet rails"	"Curve Rack 225 Right 512"	1	"NULL"	"0,0,3.016"	"0,180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_rack_225_right_512.mdl"	"Bobster's two feet rails"	"Curve Rack 225 Right 512"	2	"NULL"	"124.736,-24.811,3.016"	"0,-22.5,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_rack_45_left_1024.mdl"	"Bobster's two feet rails"	"Curve Rack 45 Left 1024"	1	"NULL"	"0,0,3.016"	"0,180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_rack_45_left_1024.mdl"	"Bobster's two feet rails"	"Curve Rack 45 Left 1024"	2	"NULL"	"460.962,190.936,3.016"	"0,45,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_rack_45_left_512.mdl"	"Bobster's two feet rails"	"Curve Rack 45 Left 512"	1	"NULL"	"0,0,3.016"	"0,180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_rack_45_left_512.mdl"	"Bobster's two feet rails"	"Curve Rack 45 Left 512"	2	"NULL"	"230.481,95.468,3.016"	"0,45,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_rack_45_right_1024.mdl"	"Bobster's two feet rails"	"Curve Rack 45 Right 1024"	1	"NULL"	"0,0,3.016"	"0,-180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_rack_45_right_1024.mdl"	"Bobster's two feet rails"	"Curve Rack 45 Right 1024"	2	"NULL"	"460.963,-190.936,3.016"	"0,-45,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_rack_45_right_512.mdl"	"Bobster's two feet rails"	"Curve Rack 45 Right 512"	1	"NULL"	"0,0,3.016"	"0,-180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_rack_45_right_512.mdl"	"Bobster's two feet rails"	"Curve Rack 45 Right 512"	2	"NULL"	"230.481,-95.469,3.016"	"0,-45,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_rack_90_left_1024.mdl"	"Bobster's two feet rails"	"Curve Rack 90 Left 1024"	1	"NULL"	"0,0,3.016"	"0,180,0"	"NULL"
TRACKASSEMBLY_PIECES	"models/bobsters_trains/rails/2ft/curves/curve_rack_90_left_1024.mdl"	"Bobster's two feet rails"	"Curve Rack 90 Left 1024"	2	"NULL"	"651.898,651.898,3.016"	"0,90,0"	"NULL"
